"INPUT\ncontext: (UserQuery: Is this solvable?\n)\ncontains_image_input: true\nquery: Is this solvable?\nOUTPUT\n" | "content": "CONVERSATION_VISUAL"
"INPUT\ncontext: (UserQuery: Generate me an image of heavy metal on a black background. Photo real, dramatic lighting, high detail.\n)\ncontains_image_input: false\nquery: Generate me an image of heavy metal on a black background. Photo real, dramatic lighting, high detail.\nOUTPUT\n" | "content": "GENERATE_IMAGE"
"INPUT\ncontext: (UserQuery: Hi.\n)\ncontains_image_input: false\nquery: Hi.\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (UserQuery: Take a photo.\nAssistantResponse: Sorry, the feature is not available in terminal mode. Please switch to voice mode. \nUserQuery: What can I do in terminal mode?\n)\ncontains_image_input: true\nquery: What can I do in terminal mode?\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (UserQuery: Hello, Rabbit. Can you do?\n)\ncontains_image_input: false\nquery: Hello, Rabbit. Can you do?\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (AssistantResponse: You are not logged into DoorDash rabbit. Please log in using the connections page on the rabbithole and refresh the r1 by tapping the button 5 times. \nUserQuery: What are some food options near me?\nAssistantResponse: You are not logged into DoorDash rabbit. Please log in using the connections page on the rabbithole and refresh the r1 by tapping the button 5 times. \nUserQuery: What has more cholesterol? Steak or chicken?\n)\ncontains_image_input: false\nquery: What has more cholesterol? Steak or chicken?\nOUTPUT\n" | "content": "COMMON_SENSE"
"INPUT\ncontext: (AssistantResponse: The First Amendment to the United States Constitution states: \"Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech, or of the press; or the right of the people peaceably to assemble, and to petition the Government for a redress of grievances.\" \nUserQuery: Read the second amendment of the constitution verbatim.\nAssistantResponse: The Second Amendment to the United States Constitution states: \"A well regulated Militia, being necessary to the security of a free State, the right of the people to keep and bear Arms, shall not be infringed.\" \nUserQuery: Provide the text of the 3rd amendment.\n)\ncontains_image_input: false\nquery: Provide the text of the 3rd amendment.\nOUTPUT\n" | "content": "INTERNET_SEARCH"
"INPUT\ncontext: (AssistantResponse: You can gently redirect your cat's attention with toys or treats, provide a comfortable space for them, or engage in interactive play to help them expend energy. \nUserQuery: I I fly some time ago because I could in my cat just, like, wants my attention. And I'm just, like, too tired to even attempt to\nAssistantResponse: It's understandable to feel tired, but providing your cat with interactive toys or a cozy spot can help redirect their attention without being aggressive. \nUserQuery: So so Brighten is unknown.\n)\ncontains_image_input: false\nquery: So so Brighten is unknown.\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (AssistantResponse: I could not start up the Spotify rabbit. \nUserQuery: Play my playlist Seamus on Spotify.\nAssistantResponse: I could not start up the Spotify rabbit. Sorry for the inconvenience. \nUserQuery: Are you okay?\n)\ncontains_image_input: false\nquery: Are you okay?\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (UserQuery: Can you measure core web vitals for etonline.com?\n)\ncontains_image_input: false\nquery: Can you measure core web vitals for etonline.com?\nOUTPUT\n" | "content": "INTERNET_SEARCH"
"INPUT\ncontext: (UserQuery: How much do dogs sleep a day?\nAssistantResponse: Dogs typically sleep around 12-14 hours a day on average. \nUserQuery: How about cats?\n)\ncontains_image_input: false\nquery: How about cats?\nOUTPUT\n" | "content": "COMMON_SENSE"
"INPUT\ncontext: (AssistantResponse: I'm sorry, I'm not sure what you're referring to. Could you please provide more context or clarify your request? \nUserQuery: I don't really care, Julio. I'm just cleaning all your boy.\nAssistantResponse: I'm here to assist you with any questions or tasks you may have. If there's anything specific you need help with, feel free to let me know. \nUserQuery: And Okay.\n)\ncontains_image_input: false\nquery: And Okay.\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (AssistantResponse: Hello. \nUserQuery: Hi.\nAssistantResponse: Hello. \nUserQuery: Hi.\n)\ncontains_image_input: false\nquery: Hi.\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (UserQuery: Hello, Rabbit. Can you do?\nAssistantResponse: Hello! How can I assist you today? \nUserQuery: Oh, what can you do?\n)\ncontains_image_input: false\nquery: Oh, what can you do?\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (UserQuery: Is this?\n)\ncontains_image_input: false\nquery: Is this?\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (AssistantResponse: Let me see. I see two cats on the floor near some clutter and a sofa. One cat appears to be black, while the other is a different color, perhaps brown or tabby. There are various household items and electronics visible on the floor as well, including what looks like a computer keyboard and other electronics. The image shows part of a person's legs, but I cannot identify the individual. \nUserQuery: What type of plan is this?\nAssistantResponse: Let me see. This appears to be a flower, specifically a Coneflower (Echinacea). The large, pink, daisy-like petals and the distinct cone-shaped center are characteristic features of the Coneflower plant. \nUserQuery: What type of flower is this?\n)\ncontains_image_input: true\nquery: What type of flower is this?\nOUTPUT\n" | "content": "CONVERSATION_VISUAL"
"INPUT\ncontext: (AssistantResponse: It's understandable to feel tired, but providing your cat with interactive toys or a cozy spot can help redirect their attention without being aggressive. \nUserQuery: So so Brighten is unknown.\nAssistantResponse: It seems like there might have been a misunderstanding. If you need assistance with anything specific, feel free to ask! \nUserQuery: Leave feedback.\n)\ncontains_image_input: false\nquery: Leave feedback.\nOUTPUT\n" | "content": "SEND_FEEDBACK"
"INPUT\ncontext: (UserQuery: Hello, r one. How are you?\n)\ncontains_image_input: false\nquery: Hello, r one. How are you?\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (AssistantResponse: Taking a look now. The person in the image is not a woman, but a man playing golf. He is shown indoors, wearing casual attire including a plaid shirt, and is holding a golf club, indicating he is engaging in the sport of golf. \nUserQuery: Where can I buy this sweater?\nAssistantResponse: Taking a look now. I see a person wearing an amusing and festive Christmas sweater featuring a reindeer design. The sweater has a green background with a red and white patterned design. While I cannot identify the individual, the sweater looks to be a fun holiday-themed piece. Unfortunately, I do not have information on where you could purchase this specific sweater, but it appears to be the type of unique, novelty sweater that may be available at various clothing stores or online retailers around the holiday season. \nUserQuery: What is the purpose of this?\n)\ncontains_image_input: true\nquery: What is the purpose of this?\nOUTPUT\n" | "content": "CONVERSATION_VISUAL"
"INPUT\ncontext: (AssistantResponse: I'm here to assist you. How can I help you today? \nUserQuery: Hello. Can you speak Russia?\nAssistantResponse: Yes, I can understand Russian, but I will respond in English. How can I assist you today? \nUserQuery: Shutilages.\n)\ncontains_image_input: true\nquery: Shutilages.\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (UserQuery: Sharing an image of the Titanic sinking at night.\nAssistantResponse: I'm unable to view images. How can I assist you with the information related to the Titanic sinking at night? \nUserQuery: Create an image of the Titanic king at Saint\n)\ncontains_image_input: false\nquery: Create an image of the Titanic king at Saint\nOUTPUT\n" | "content": "GENERATE_IMAGE"
"INPUT\ncontext: (AssistantResponse: Looking it up now. AnythingLLM is an open-source, customizable, and feature-rich document chatbot developed by Mintplex Labs, Inc., founded by Timothy Carambat. The team also includes Sean Hatfield (Engineer), Tiff Tang (Designer), and volunteer contributors. It is designed to be a zero-setup, private, and all-in-one AI application for local LLMs, RAG, and AI Agents, with no code or infrastructure headaches. The chatbot is built with a simple user interface and supports various features such as RAG and AI Agents. It is designed to work with any LLMs and vector databases, allowing users to run it 100% privately and customize it to their needs. The team at Mintplex Labs is committed to expanding support for private LLMs and already supports private vector databases. Mintplex Labs is a small team of product, engineering, and designers creating open-source developer tools for people building AI products, based in Southern California and New York. \nUserQuery: Who has funded Mintplex Labs?\nAssistantResponse: Mintplex Labs has been primarily self-funded by its founder, Timothy Carambat. Additionally, the project has received support from volunteer contributors and the community. \nUserQuery: Has has there been an actual capital investment into them?\n)\ncontains_image_input: false\nquery: Has has there been an actual capital investment into them?\nOUTPUT\n" | "content": "INTERNET_SEARCH"
"INPUT\ncontext: (AssistantResponse: Music playback has been stopped. \nUserQuery: Stop playing music.\nAssistantResponse: On it, I'll get the music going for you. The music app is asking for more information. What would you like to play? \nUserQuery: Disco Coolie from Coolie.\n)\ncontains_image_input: false\nquery: Disco Coolie from Coolie.\nOUTPUT\n" | "content": "PLAY_MUSIC"
"INPUT\ncontext: (AssistantResponse: Hello! How can I assist you today? \nUserQuery: Oh, what can you do?\nAssistantResponse: I can provide information, engage in conversation, assist with tasks, and more. Feel free to ask me anything you'd like help with. \nUserQuery: Can you tell me how the Stanley brand company is doing?\n)\ncontains_image_input: false\nquery: Can you tell me how the Stanley brand company is doing?\nOUTPUT\n" | "content": "INTERNET_SEARCH"
"INPUT\ncontext: (UserQuery: Are you connected to the Internet?\nAssistantResponse: Yes, I have access to the internet. \nUserQuery: Do you have access to the Internet?\n)\ncontains_image_input: false\nquery: Do you have access to the Internet?\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (AssistantResponse: Hello. \nUserQuery: Hello.\nAssistantResponse: Hello. How can I assist you today? \nUserQuery: I'm looking for advice doing a work that's currently hurting my neck. When I do It's my neck and I'm looking for an alternative that will be will be as effective with strength building but not put as much pressure on my neck. Do you have any suggestions?\n)\ncontains_image_input: false\nquery: I'm looking for advice doing a work that's currently hurting my neck. When I do It's my neck and I'm looking for an alternative that will be will be as effective with strength building but not put as much pressure on my neck. Do you have any suggestions?\nOUTPUT\n" | "content": "COMMON_SENSE"
"INPUT\ncontext: (UserQuery: Hello, r one. How are you?\nAssistantResponse: Hello. I'm here to assist you. How can I help you today? \nUserQuery: What's the weather like?\n)\ncontains_image_input: false\nquery: What's the weather like?\nOUTPUT\n" | "content": "WEATHER"
"INPUT\ncontext: (AssistantResponse: Steak generally has more cholesterol than chicken. However, the exact amount can vary depending on the cut and preparation of the meat. \nUserQuery: How can I get you to take a photo?\nAssistantResponse: Got it, please be patient while I'm generating your image. I'm unable to generate an image without more information. Can you provide specific details for the request? \nUserQuery: Yes. Can you generate an image of a tree with a happy face in it?\n)\ncontains_image_input: false\nquery: Yes. Can you generate an image of a tree with a happy face in it?\nOUTPUT\n" | "content": "GENERATE_IMAGE"
"INPUT\ncontext: (AssistantResponse: I'm unable to view images. How can I assist you with the information related to the Titanic sinking at night? \nUserQuery: Create an image of the Titanic king at Saint\nAssistantResponse: Generating now, this will take a bit. I'm unable to generate the image without specific details. Can you provide more information? \nUserQuery: The Titanic sinking at night.\n)\ncontains_image_input: false\nquery: The Titanic sinking at night.\nOUTPUT\n" | "content": "GENERATE_IMAGE"
"INPUT\ncontext: (UserQuery: Can you tell me what breed of dog this is?\n)\ncontains_image_input: true\nquery: Can you tell me what breed of dog this is?\nOUTPUT\n" | "content": "CONVERSATION_VISUAL"
"INPUT\ncontext: (UserQuery: Is this solvable?\nAssistantResponse: Taking a look now. Yes, the image appears to show a geometric figure that can be solved. The image displays a semi-circular shape with dimensions of 9 cm and 6.5 cm labeled on the diagram. This suggests that this is a problem related to finding the area or other properties of a semi-circular shape, which can be solved using standard mathematical formulas. \nUserQuery: Can you read the three numbers here?\n)\ncontains_image_input: true\nquery: Can you read the three numbers here?\nOUTPUT\n" | "content": "CONVERSATION_VISUAL"
"INPUT\ncontext: (AssistantResponse: Cats usually sleep around 12-16 hours a day on average. \nUserQuery: How about people?\nAssistantResponse: Adult humans generally need 7-9 hours of sleep per day for optimal health and well-being. \nUserQuery: And turtles.\n)\ncontains_image_input: false\nquery: And turtles.\nOUTPUT\n" | "content": "COMMON_SENSE"
"INPUT\ncontext: (AssistantResponse: Yes, I have access to the internet. \nUserQuery: Do you have access to the Internet?\nAssistantResponse: Yes, I have access to the internet. \nUserQuery: Is your Wi Fi turned on?\n)\ncontains_image_input: false\nquery: Is your Wi Fi turned on?\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (UserQuery: Rabbit, Play a room with a view.\n)\ncontains_image_input: false\nquery: Rabbit, Play a room with a view.\nOUTPUT\n" | "content": "PLAY_MUSIC"
"INPUT\ncontext: (AssistantResponse: I'm here to assist you with any questions or tasks you have regarding the r1 device. How can I help you today? \nUserQuery: Give me a summary of what you see.\nAssistantResponse: Taking a look now. The image appears to contain information about an \"Access Control Policy\" document. The key points I observe are: 1. The control of access to information assets is a fundamental part of a defense-in-depth strategy for information security. 2. The policy aims to ensure the appropriate measures for protection, confidentiality, integrity, and availability of classified data. 3. The policy outlines factors that may impact the access control requirements, such as the security classification of information, relevant legislation, contractual obligations, and the organization's appetite for risk. 4. The scope of this access control policy applies to all systems, people, and processes that constitute the organization's information assets. 5. The document lists several relevant policies and procedures, including Mobile Device Policy, Human Resources - Flexible Work Location Guidelines, and Network Security Policy, among others. Overall, this appears to be a comprehensive access control policy designed to protect the organization's information assets while balancing business requirements. \nUserQuery: Help me find a kid version of the Stanley Cup with a handle.\n)\ncontains_image_input: true\nquery: Help me find a kid version of the Stanley Cup with a handle.\nOUTPUT\n" | "content": "INTERNET_SEARCH"
"INPUT\ncontext: (AssistantResponse: Let me see. This appears to be a flower, specifically a Coneflower (Echinacea). The large, pink, daisy-like petals and the distinct cone-shaped center are characteristic features of the Coneflower plant. \nUserQuery: What type of flower is this?\nAssistantResponse: Let me take a look. This appears to be a petunia flower. The large, vibrant pink petals with a distinct center structure are characteristic of petunia blossoms. Petunias are a popular annual flowering plant often used in garden beds, hanging baskets, and container plantings for their showy, colorful flowers. \nUserQuery: What type of plant is this?\n)\ncontains_image_input: true\nquery: What type of plant is this?\nOUTPUT\n" | "content": "CONVERSATION_VISUAL"
"INPUT\ncontext: (UserQuery: Oh, no. Order me a DoorDash.\nAssistantResponse: Got it, I’ll find you something to eat. DoorDash may take a while to load on rabbit OS and may not be available in all regions. \nUserQuery: It's a great\n)\ncontains_image_input: false\nquery: It's a great\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (UserQuery: Blessed be the peacemakers according to the James version.\n)\ncontains_image_input: false\nquery: Blessed be the peacemakers according to the James version.\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (UserQuery: Start a meeting.\n)\ncontains_image_input: false\nquery: Start a meeting.\nOUTPUT\n" | "content": "START_MEETING_ASSISTANT"
"INPUT\ncontext: (AssistantResponse: Hello. I'm here to assist you. How can I help you today? \nUserQuery: What's the weather like?\nAssistantResponse: Checking now. The weather in Greenville, SC on May 6th is partly cloudy, with a high temperature of 80 degrees Fahrenheit and a low temperature of 63 degrees Fahrenheit. \nUserQuery: What's the scan source stock price today?\n)\ncontains_image_input: false\nquery: What's the scan source stock price today?\nOUTPUT\n" | "content": "FINANCE"
"INPUT\ncontext: (AssistantResponse: It seems like you might be trying to list something. If you have a specific list or information you need assistance with, please provide more context or details so I can better assist you. \nUserQuery: where is the best food\nAssistantResponse: Sorry, the food ordering feature is not available in terminal mode. Please switch to voice mode. \nUserQuery: what can terminal mode do\n)\ncontains_image_input: false\nquery: what can terminal mode do\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (AssistantResponse: Adult humans generally need 7-9 hours of sleep per day for optimal health and well-being. \nUserQuery: And turtles.\nAssistantResponse: Turtles can vary in their sleep patterns depending on the species, but they typically sleep around 4-7 hours a day. \nUserQuery: What animal sleeps the most?\n)\ncontains_image_input: false\nquery: What animal sleeps the most?\nOUTPUT\n" | "content": "COMMON_SENSE"
"INPUT\ncontext: (AssistantResponse: The built-in microphone on the r1 device is located at the top of the device. \nUserQuery: Can you hear me?\nAssistantResponse: Yes, I can hear you. How can I assist you today? \nUserQuery: Where is the microphone?\n)\ncontains_image_input: false\nquery: Where is the microphone?\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (AssistantResponse: Taking a look now. I see a person wearing an amusing and festive Christmas sweater featuring a reindeer design. The sweater has a green background with a red and white patterned design. While I cannot identify the individual, the sweater looks to be a fun holiday-themed piece. Unfortunately, I do not have information on where you could purchase this specific sweater, but it appears to be the type of unique, novelty sweater that may be available at various clothing stores or online retailers around the holiday season. \nUserQuery: What is the purpose of this?\nAssistantResponse: Taking a look now. This appears to be a grab bar or hand rail, which is a common assistive device used to provide stability and support, often installed in areas like bathrooms or near stairs. The green, curved shape with cross bars is designed to be easily gripped and held onto for balance and safety, particularly by those who may have mobility challenges or need extra support when moving around. This type of device can help improve accessibility and independent living for individuals who require that additional level of stability and assistance. \nUserQuery: it? What time what time is it?\n)\ncontains_image_input: false\nquery: it? What time what time is it?\nOUTPUT\n" | "content": "GET_CURRENT_TIME"
"INPUT\ncontext: (AssistantResponse: The r1 eye is not turned on now. \nUserQuery: But what is this?\nAssistantResponse: Taking a look now. This is a bottle of Propel water. It appears to be a berry-flavored variety of the Propel brand of enhanced water products. \nUserQuery: Rabbit, can you look at this document and tell me if a private person sells firearm, what happens?\n)\ncontains_image_input: true\nquery: Rabbit, can you look at this document and tell me if a private person sells firearm, what happens?\nOUTPUT\n" | "content": "CONVERSATION_VISUAL"
"INPUT\ncontext: (AssistantResponse: Sorry, the food ordering feature is not available in terminal mode. Please switch to voice mode. \nUserQuery: what can terminal mode do\nAssistantResponse: Terminal mode, also known as the keyboard, allows you to access the on-device software settings of the r1 device. In terminal mode, you can enable the keyboard, adjust screen brightness, adjust output volume, connect to Wi-Fi, connect to 4G, connect to Bluetooth, power off the device, change your password, and view more information about the r1 device. \nUserQuery: help\n)\ncontains_image_input: false\nquery: help\nOUTPUT\n" | "content": "CONVERSATION"
"INPUT\ncontext: (UserQuery: Can you tell me what breed of dog this is?\nAssistantResponse: Let me see. The image shows a small dog, but I'm not able to identify the specific breed. However, the dog appears to have a sleek, slender build and upright ears, which could suggest it is some type of terrier or toy breed. \nUserQuery: About now?\n)\ncontains_image_input: true\nquery: About now?\nOUTPUT\n" | "content": "CONVERSATION_VISUAL"
"INPUT\ncontext: (UserQuery: What are scleral contact lenses.\n)\ncontains_image_input: false\nquery: What are scleral contact lenses.\nOUTPUT\n" | "content": "COMMON_SENSE"
"INPUT\ncontext: (UserQuery: Generate me an image of heavy metal on a black background. Photo real, dramatic lighting, high detail.\nAssistantResponse: Got it, please be patient while I'm generating your image. Your images have been successfully generated! \nUserQuery: Generate me an image of metal on a black background with dramatic lighting, high detail photo real.\n)\ncontains_image_input: false\nquery: Generate me an image of metal on a black background with dramatic lighting, high detail photo real.\nOUTPUT\n" | "content": "GENERATE_IMAGE"
"INPUT\ncontext: (AssistantResponse: Taking a look now. Yes, the image appears to show a geometric figure that can be solved. The image displays a semi-circular shape with dimensions of 9 cm and 6.5 cm labeled on the diagram. This suggests that this is a problem related to finding the area or other properties of a semi-circular shape, which can be solved using standard mathematical formulas. \nUserQuery: Can you read the three numbers here?\nAssistantResponse: Let me see. The three numbers shown in the image are 5.7 cm and 1.7 cm. \nUserQuery: Try again.\n)\ncontains_image_input: true\nquery: Try again.\nOUTPUT\n" | "content": "CONVERSATION_VISUAL"
"INPUT\ncontext: (UserQuery: Can you take a look at this code and find ways deeply? To emas and get pretty let's prove it. To\n)\ncontains_image_input: true\nquery: Can you take a look at this code and find ways deeply? To emas and get pretty let's prove it. To\nOUTPUT\n" | "content": "CONVERSATION_VISUAL"
"INPUT\ncontext: (UserQuery: Time is it? In Amsterdam.\nAssistantResponse: Checking now. In Amsterdam, the current time is May 6 at 10:49 PM. \nUserQuery: How do you make your mitochondria healthy?\n)\ncontains_image_input: false\nquery: How do you make your mitochondria healthy?\nOUTPUT\n" | "content": "COMMON_SENSE"
"INPUT\ncontext: (AssistantResponse: Let me take a look. This appears to be a petunia flower. The large, vibrant pink petals with a distinct center structure are characteristic of petunia blossoms. Petunias are a popular annual flowering plant often used in garden beds, hanging baskets, and container plantings for their showy, colorful flowers. \nUserQuery: What type of plant is this?\nAssistantResponse: Let me take a look. This appears to be a succulent plant, likely a type of jade plant or stonecrop. The plant has fleshy, rounded green leaves clustered together, which is characteristic of many succulent species. The overall growth pattern and leaf shape suggest this is a succulent plant rather than another type of flowering or leafy plant. \nUserQuery: What type of line is this?\n)\ncontains_image_input: true\nquery: What type of line is this?\nOUTPUT\n" | "content": "CONVERSATION_VISUAL"
"INPUT\ncontext: (UserQuery: How's the weather?\n)\ncontains_image_input: false\nquery: How's the weather?\nOUTPUT\n" | "content": "WEATHER"
"INPUT\ncontext: (AssistantResponse: Yes, I can hear you. How can I assist you today? \nUserQuery: Where is the microphone?\nAssistantResponse: The built-in microphone on the r1 device is located at the top of the device. \nUserQuery: What's the price of Apple stock today?\n)\ncontains_image_input: false\nquery: What's the price of Apple stock today?\nOUTPUT\n" | "content": "FINANCE"
"INPUT\ncontext: (AssistantResponse: Looking it up now. The current time is May 6 at 4:52 PM. \nUserQuery: What date is this?\nAssistantResponse: Checking now. The current date is May 6. \nUserQuery: What city am I looking at?\n)\ncontains_image_input: true\nquery: What city am I looking at?\nOUTPUT\n" | "content": "CONVERSATION_VISUAL"
"INPUT\ncontext: (AssistantResponse: Terminal mode, also known as the keyboard, allows you to access the on-device software settings of the r1 device. In terminal mode, you can enable the keyboard, adjust screen brightness, adjust output volume, connect to Wi-Fi, connect to 4G, connect to Bluetooth, power off the device, change your password, and view more information about the r1 device. \nUserQuery: help\nAssistantResponse: How can I assist you today? If you have any questions or need guidance, feel free to ask. \nUserQuery: How many fingers am I holding up?\n)\ncontains_image_input: true\nquery: How many fingers am I holding up?\nOUTPUT\n" | "content": "CONVERSATION_VISUAL"
"INPUT\ncontext: (AssistantResponse: The animal that sleeps the most is the koala, which can sleep up to 22 hours a day. \nUserQuery: And the least,\nAssistantResponse: The animal that sleeps the least is the giraffe, which only sleeps for about 1-2 hours a day in short naps. \nUserQuery: What about babies?\n)\ncontains_image_input: false\nquery: What about babies?\nOUTPUT\n" | "content": "COMMON_SENSE"
"INPUT\ncontext: (AssistantResponse: Let me take a look. This appears to be a succulent plant, likely a type of jade plant or stonecrop. The plant has fleshy, rounded green leaves clustered together, which is characteristic of many succulent species. The overall growth pattern and leaf shape suggest this is a succulent plant rather than another type of flowering or leafy plant. \nUserQuery: What type of line is this?\nAssistantResponse: Taking a look now. This image does not contain any distinct lines that I can identify. The focus of the image appears to be on the lush, green foliage of various plant life, such as the small, clustered leaves and stems that are visible. \nUserQuery: What type of vine is this?\n)\ncontains_image_input: true\nquery: What type of vine is this?\nOUTPUT\n" | "content": "CONVERSATION_VISUAL"
"INPUT\ncontext: (UserQuery: How's the weather?\nAssistantResponse: Looking it up now. The weather in Chicago, Illinois 60666, United States on May 6th is generally clear. The high temperature will be 19 degrees Celsius and the low temperature will be 13 degrees Celsius. \nUserQuery: What am I looking at?\n)\ncontains_image_input: false\nquery: What am I looking at?\nOUTPUT\n" | "content": "CONVERSATION_VISUAL"
"INPUT\ncontext: (UserQuery: In North Carolina on Friday.\nAssistantResponse: It seems like you're mentioning North Carolina on Friday. How can I assist you further with this information? \nUserQuery: What's the weather in North Carolina on Friday?\n)\ncontains_image_input: false\nquery: What's the weather in North Carolina on Friday?\nOUTPUT\n" | "content": "WEATHER"
